activity,Uppm,adjwt,basement,floor,pcterr,region,room,typebldg,wave,area,days,month
7.6,0.907991,2119.3962,Y,0,3.9,3,4,1,29,HENNEPIN            MN,1,12/1987
6.4,2.17969,959.2521,N,1,5.6,3,2,1,90,MARION              IN,2,12/1988
0.1,2.01841,120.341354,N,1,0.0,1,3,1,104,COCONINO            AZ,2,06/1988
0.6,1.61977,649.2395,Y,0,65.6,3,4,1,72,BERKSHIRE           MA,2,03/1988
4.2,1.54905,193.5074,Y,0,9.9,5,2,1,51,BURLEIGH            ND,4,02/1988
3.1,1.3624,56.84945,Y,1,10.7,1,4,1,67,PEMBINA             ND,8,03/1988
4.2,2.56866,1122.8802,Y,0,8.5,9,4,1,63,                    PA,2,12/1988
0.2,1.30385,294.1031,Y,1,0.0,1,3,1,53,LA PORTE            IN,7,03/1988
4.2,1.48424,109.027016,Y,0,6.3,4,3,1,52,BARNES              ND,2,02/1988
4.4,1.37608,106.26117,Y,0,5.5,3,1,1,21,LOGAN               ND,2,02/1988
2.2,2.25931,329.47784,N,1,10.0,4,5,1,79,LAWRENCE            IN,2,04/1988
5.6,1.39637,108.80514,Y,0,10.3,3,4,1,74,BOTTINEAU           ND,2,04/1988
9.2,2.84751,320.4678,Y,0,7.0,7,4,1,47,BRADFORD            PA,0,11/1988
3.2,2.55323,341.6855,Y,0,10.4,4,4,1,83,BEAVER              PA,2,01/1989
4.0,2.17969,926.46497,N,1,8.8,3,3,1,47,MARION              IN,2,02/1988
2.3,3.11518,364.9583,Unknown,1,21.4,3,0,1,53,MARICOPA            AZ,0,02/1988
1.3,1.96705,649.2395,Y,0,13.8,4,4,1,56,HAMPDEN             MA,3,03/1988
1.8,2.63999,514.22705,Y,0,27.1,8,2,1,73,LACKAWANNA          PA,0,12/1988
3.8,1.29232,110.44374,Y,0,6.7,3,4,1,49,KIDDER              ND,2,02/1988
0.7,2.49759,303.79205,Y,0,25.6,2,2,1,74,ALLEN               IN,0,04/1988
0.7,1.66392,430.94482,Y,0,42.7,3,7,2,23,MORGAN              MO,1,12/1987
4.7,2.67972,1074.0137,Y,0,8.5,2,4,1,75,LANCASTER           PA,1,12/1988
4.2,2.67869,606.68567,Y,0,9.6,8,2,1,99,LUZERNE             PA,8,02/1989
1.1,0.552472,8.726667,Y,0,18.5,2,4,1,-1,RED LAKE            MN,7,03/1988
0.7,0.869524,2.081602,Y,0,30.5,1,0,1,-1,KEWEENAW BAY        MI,8,03/1988
0.2,1.04286,6.800794,N,1,0.0,4,1,2,-1,ONEIDA              WI,2,03/1988
2.0,2.61898,320.4678,Y,0,10.3,4,4,1,24,BUTLER              PA,2,05/1988
0.8,2.01841,128.78497,N,1,24.3,1,2,1,43,COCONINO            AZ,10,01/1988
1.4,2.27287,1074.0137,Y,1,11.4,3,3,2,35,SCHUYLKILL          PA,2,03/1988
3.8,1.61977,596.0751,Y,0,9.8,3,4,2,68,BERKSHIRE           MA,2,03/1988
0.3,1.79318,486.6377,N,1,0.0,1,3,1,21,LAKE                IN,0,12/1987
2.1,2.00698,671.3581,Y,0,10.5,7,2,1,83,ESSEX               MA,5,03/1988
1.4,2.43343,649.2395,Y,0,17.4,6,2,1,35,MIDDLESEX           MA,2,04/1988
2.8,1.97395,57.05739,Y,1,11.6,1,3,1,49,ADAMS               ND,2,02/1988
2.4,1.79318,475.38745,Y,0,11.9,1,4,1,77,LAKE                IN,2,04/1988
0.8,2.35471,675.416,N,1,21.7,6,3,1,58,CRAWFORD            PA,2,11/1988
0.7,1.12399,481.44348,Y,0,32.3,1,2,1,121,ST JOSEPH           IN,2,03/1989
11.4,2.49759,329.47784,Y,0,3.0,2,4,1,26,ALLEN               IN,2,01/1988
9.4,1.59694,294.1031,Y,0,4.9,2,4,1,68,NOBLE               IN,2,04/1988
2.3,0.504879,921.8649,Y,0,21.6,5,2,1,21,SHERBURNE           MN,2,12/1987
1.6,2.67869,550.75684,Y,0,14.9,8,7,1,51,LUZERNE             PA,0,12/1988
0.7,3.11518,363.43207,N,1,32.4,3,1,1,36,MARICOPA            AZ,2,12/1987
1.2,2.42466,120.341354,N,1,21.9,1,1,1,51,NAVAJO              AZ,2,01/1988
126.6,1.99276,48.849606,Y,0,0.9,1,4,1,49,BOWMAN              ND,2,02/1988
9.9,2.95083,2115.6047,N,0,5.2,1,2,1,42,BUCKS               PA,2,03/1988
1.0,2.66527,120.341354,Y,0,13.5,2,7,1,27,YAVAPAI             AZ,3,11/1987
1.5,1.77056,430.94482,Y,0,12.1,3,2,1,78,DENT                MO,2,02/1988
16.4,1.3624,55.90113,Y,0,3.6,1,4,1,58,PEMBINA             ND,2,02/1988
4.1,2.10811,430.94482,N,1,7.0,1,5,1,30,JACKSON             MO,2,01/1988
1.0,2.2372,292.21954,N,1,33.6,2,3,1,41,MIAMI               IN,1,02/1988
0.5,0.0,649.2395,Unknown,9,46.1,1,0,0,6,BARNSTABLE          MA,2,04/1988
6.2,0.0,628.9107,Y,0,6.6,1,4,1,34,BARNSTABLE          MA,2,03/1988
2.9,1.27526,893.2374,Y,0,11.3,4,4,1,36,OLMSTED             MN,1,12/1987
25.4,2.48365,1074.0137,Y,0,2.1,2,2,1,53,LEBANON             PA,2,11/1988
11.6,1.91522,62.80399,N,1,3.3,1,1,2,45,STARK               ND,2,02/1988
5.3,2.2372,303.79205,N,1,5.1,2,3,1,63,MIAMI               IN,5,03/1988
0.2,0.773668,7.668845,N,1,0.0,1,3,1,-1,BAY MILLS           MI,3,02/1988
0.5,1.82299,430.94482,N,1,0.0,6,1,1,69,WAYNE               MO,0,02/1988
0.9,3.28,1074.0137,Y,0,19.2,10,4,2,115,PHILADELPHIA        PA,3,03/1989
1.4,3.43326,364.9583,N,1,16.9,3,1,1,45,PIMA                AZ,2,01/1988
2.4,2.09198,433.44394,N,1,8.7,1,1,1,83,TIPPECANOE          IN,2,04/1988
7.9,2.19017,959.2521,Y,0,5.1,3,4,1,35,HAMILTON            IN,2,01/1988
1.0,2.04101,625.01996,Y,0,27.4,8,4,1,106,NORFOLK             MA,5,03/1988
3.4,1.2988,108.80514,Y,0,6.9,3,7,1,82,ROLETTE             ND,2,03/1988
4.9,2.01967,896.2607,Y,0,6.1,1,4,1,61,CARROLL             MO,2,02/1988
0.7,2.40633,120.341354,N,1,63.0,2,1,1,35,GRAHAM              AZ,2,12/1987
3.7,2.55323,351.82404,Y,0,9.5,4,4,1,111,BEAVER              PA,4,02/1989
1.3,3.43326,364.9583,N,1,18.9,3,7,1,71,PIMA                AZ,2,03/1988
1.3,1.96207,195.07153,Unknown,1,16.6,5,3,1,97,BATES               MO,2,04/1988
3.0,1.98755,486.6377,Y,0,7.7,5,7,1,81,VIGO                IN,2,04/1988
9.6,1.16193,1024.4429,Y,0,3.7,4,1,1,42,WABASHA             MN,2,01/1988
1.0,1.68632,884.216,Y,0,22.8,4,4,1,86,ST LOUIS            MO,2,02/1988
0.8,2.09884,195.62753,Y,0,27.9,1,4,1,10,JOHNSON             MO,2,03/1988
2.1,2.57879,1060.5416,Y,0,11.2,5,2,1,37,WASHINGTON          PA,2,03/1988
2.6,3.43326,359.16406,N,1,13.8,3,2,1,40,PIMA                AZ,0,01/1988
29.2,1.99276,57.05739,Y,0,1.9,1,2,1,52,BOWMAN              ND,2,02/1988
8.7,2.29935,294.1031,Y,0,3.6,2,4,1,94,WHITLEY             IN,0,03/1989
1.3,0.544319,7.4265,Y,1,20.4,2,1,1,-1,LEECH LAKE          MN,0,03/1988
0.8,1.57942,1065.3071,Y,0,22.6,3,7,1,104,MIFFLIN             PA,2,02/1989
5.9,2.42466,150.24512,Y,0,5.3,1,7,1,93,NAVAJO              AZ,2,06/1988
2.8,1.42956,649.2395,Y,0,8.8,10,4,0,27,PLYMOUTH            MA,2,03/1988
2.8,0.658327,2116.5615,Y,1,9.6,3,3,1,45,RAMSEY              MN,1,01/1988
0.0,0.0,364.80402,N,1,0.0,3,3,1,118,LA PAZ              AZ,0,07/1988
9.5,2.3585,2059.0518,Y,0,3.8,1,2,1,59,CHESTER             PA,2,11/1988
7.1,0.500776,348.04294,Y,0,7.3,1,4,1,37,LAKE                MN,2,12/1987
1.9,1.58091,481.44348,Y,1,19.1,2,2,1,41,KOSCIUSKO           IN,7,03/1988
1.5,0.869524,2.081602,Y,0,20.4,1,4,1,-1,KEWEENAW BAY        MI,6,03/1988
3.1,1.3624,55.90113,Y,0,7.4,1,4,1,38,PEMBINA             ND,2,02/1988
1.0,2.5116,628.9107,Y,0,27.3,5,2,1,87,WORCESTER           MA,2,03/1988
0.7,1.68913,626.5646,Y,0,27.7,9,4,1,105,BRISTOL             MA,0,04/1988
4.9,3.11518,359.16406,N,1,7.9,3,1,1,43,MARICOPA            AZ,2,01/1988
0.7,0.0,625.01996,Y,0,30.7,1,4,1,25,BARNSTABLE          MA,2,03/1988
1.4,1.83228,195.62753,N,1,13.1,3,1,1,50,HOWARD              MO,2,01/1988
0.9,2.66527,363.43207,N,1,112.8,2,7,1,69,YAVAPAI             AZ,1,03/1988
3.8,2.10811,447.6274,Y,0,7.6,1,2,1,85,JACKSON             MO,2,02/1988
0.3,3.11518,363.43207,N,1,0.0,3,7,1,76,MARICOPA            AZ,2,04/1988
1.8,1.96648,218.51334,Y,0,10.4,1,4,1,23,CASS                MO,2,12/1987
0.8,2.24475,664.7248,Unknown,1,29.1,6,0,0,127,MERCER              PA,1,03/1989
2.8,2.55323,322.1076,Y,0,14.1,4,4,1,75,BEAVER              PA,1,12/1988
1.1,2.92643,2115.6047,Y,0,20.5,1,4,1,29,MONTGOMERY          PA,6,03/1988
1.3,1.92933,447.6274,N,1,14.5,2,3,1,75,SHELBY              MO,2,02/1988
1.4,1.40867,102.850044,Y,0,16.2,5,4,1,34,BURKE               ND,0,03/1988
0.5,1.77434,426.79886,Y,0,34.0,3,4,1,64,GASCONADE           MO,2,02/1988
1.5,1.61977,596.0751,Y,0,28.8,3,4,2,81,BERKSHIRE           MA,2,03/1988
3.7,1.42956,649.2395,Y,0,8.5,10,4,1,61,PLYMOUTH            MA,0,04/1988
4.5,1.33728,199.79611,Y,0,9.1,6,1,1,29,STUTSMAN            ND,2,02/1988
2.8,1.58091,486.6377,Unknown,0,14.5,2,0,0,40,KOSCIUSKO           IN,0,02/1988
0.1,0.0,625.01996,Y,0,0.0,1,2,1,64,BARNSTABLE          MA,2,03/1988
6.9,1.16237,481.44348,Y,0,4.9,2,7,1,55,ELKHART             IN,4,02/1988
1.7,2.43343,570.61176,Y,0,15.3,6,2,1,51,MIDDLESEX           MA,2,03/1988
5.2,2.37005,433.44394,Y,0,6.1,2,4,1,103,WELLS               IN,0,03/1989
4.0,2.99494,1074.0137,Y,0,5.9,3,4,1,61,COLUMBIA            PA,2,11/1988
0.9,1.83885,896.2607,Y,0,24.0,4,2,1,46,ST CHARLES          MO,0,02/1988
1.2,2.01828,183.07762,Y,0,15.1,1,4,1,81,CLINTON             MO,2,02/1988
2.2,2.06239,167.08087,Y,0,8.9,4,4,1,77,CLARK               IN,0,04/1988
5.6,2.63999,550.75684,Y,0,6.6,8,1,1,92,LACKAWANNA          PA,3,01/1989
4.3,2.17969,926.46497,Y,0,6.9,3,2,1,4,MARION              IN,0,12/1988
0.4,3.11518,363.43207,N,1,0.0,3,2,1,54,MARICOPA            AZ,2,02/1988
1.5,1.79318,478.26804,Y,0,14.2,1,2,1,83,LAKE                IN,7,04/1988
0.3,1.82237,2364.7627,Unknown,0,0.0,1,0,0,131,DELAWARE            PA,2,03/1989
1.4,0.622088,461.2747,Y,0,13.8,1,7,1,24,ST LOUIS            MN,2,12/1987
2.1,0.907991,2116.5615,Y,0,10.4,3,7,1,23,HENNEPIN            MN,2,12/1987
0.4,2.11897,433.44394,N,1,0.0,3,3,1,63,JOHNSON             IN,2,04/1988
1.2,3.11518,378.24384,N,1,21.7,3,1,1,94,MARICOPA            AZ,2,06/1988
2.5,2.01343,893.34094,N,1,7.6,5,1,1,39,LAWRENCE            MO,2,01/1988
0.5,2.08147,426.79886,Y,0,0.0,1,2,1,76,ANDREW              MO,2,02/1988
5.2,1.97126,447.6274,Y,0,6.2,6,1,1,46,OREGON              MO,2,01/1988
2.9,1.66622,949.15137,Y,0,9.3,4,7,1,24,ST LOUIS CITY       MO,2,01/1988
1.1,3.11518,364.9583,N,1,19.7,3,3,1,69,MARICOPA            AZ,2,03/1988
3.0,1.54905,218.33786,Y,1,8.4,5,2,1,52,BURLEIGH            ND,3,03/1988
4.5,1.82237,2115.6047,Y,0,11.2,1,4,1,55,DELAWARE            PA,2,11/1988
6.6,2.99494,1074.0137,Y,0,6.1,3,4,1,119,COLUMBIA            PA,2,03/1989
1.5,2.04101,641.183,Y,0,13.0,8,4,1,26,NORFOLK             MA,6,03/1988
0.7,0.0,596.0751,Y,0,35.8,1,7,1,11,BARNSTABLE          MA,0,04/1988
4.3,2.55323,320.4678,Y,0,6.3,4,4,1,138,BEAVER              PA,2,03/1989
1.8,2.49759,303.79205,N,1,14.5,2,3,1,93,ALLEN               IN,2,01/1989
1.0,1.82237,1060.5416,Y,0,18.0,1,2,1,23,DELAWARE            PA,2,02/1988
0.8,2.24475,589.0869,N,1,22.2,6,7,1,118,MERCER              PA,0,03/1989
2.8,1.71129,47.1,Y,0,9.9,1,4,1,58,OLIVER              ND,2,02/1988
1.9,2.04273,486.6377,Y,0,14.1,5,4,1,76,SULLIVAN            IN,0,04/1988
9.8,1.75258,106.26117,Y,0,3.8,2,4,1,46,MERCER              ND,2,02/1988
1.8,0.544319,7.4265,Y,0,13.4,2,1,1,-1,LEECH LAKE          MN,7,03/1988
8.0,1.27526,893.2374,Y,0,4.5,4,2,1,44,OLMSTED             MN,2,01/1988
0.9,1.48424,183.82793,Y,1,21.2,4,3,1,8,BARNES              ND,2,03/1988
6.6,2.56866,993.15466,N,0,5.5,9,4,1,25,ALLEGHENY           PA,2,03/1988
3.8,1.78014,884.216,Y,0,6.3,3,7,1,35,BOONE               MO,9,01/1988
4.6,2.01967,949.15137,N,1,6.6,1,1,1,80,CARROLL             MO,2,02/1988
9.0,1.70553,182.27359,Y,0,4.2,4,0,1,3,CASS                ND,2,03/1988
0.8,2.17969,807.81647,Y,0,32.8,3,7,1,57,MARION              IN,5,03/1988
8.2,2.10811,438.80835,Y,0,3.9,1,4,1,41,JACKSON             MO,2,03/1988
1.9,0.428565,471.3662,Y,0,13.7,3,5,1,30,ANOKA               MN,2,12/1987
73.6,3.47022,1065.3071,Y,0,1.1,3,4,1,89,MONTOUR             PA,2,01/1989
6.0,2.37618,993.15466,Y,0,8.8,5,2,1,45,WESTMORELAND        PA,0,11/1988
0.0,2.17534,475.38745,N,3,0.0,1,2,1,101,CARROLL             IN,2,02/1989
0.2,1.53779,438.80835,N,1,0.0,5,1,1,95,STONE               MO,0,04/1988
7.4,0.907991,2116.5615,Y,0,3.9,3,1,1,21,HENNEPIN            MN,0,01/1988
19.6,1.62023,108.80514,Y,0,2.6,4,4,1,89,GRAND FORKS         ND,2,03/1988
3.8,0.88449,6.800794,Y,0,7.6,4,4,1,-1,ONEIDA              WI,2,03/1988
1.9,2.02736,949.15137,Unknown,9,13.9,3,0,0,45,AUDRAIN             MO,2,01/1988
0.5,1.83885,884.216,Y,0,40.3,4,4,1,95,ST CHARLES          MO,2,04/1988
3.3,1.57942,993.15466,Y,0,19.2,3,0,1,44,MIFFLIN             PA,0,11/1988
11.7,1.75258,102.850044,Y,0,5.2,2,4,1,6,MERCER              ND,2,03/1988
0.1,1.9738,329.47784,N,1,0.0,4,3,1,44,ORANGE              IN,2,02/1988
1.9,2.10811,438.80835,Unknown,0,25.6,1,0,0,89,JACKSON             MO,0,03/1988
1.3,2.06239,235.47133,Y,0,19.7,4,4,1,83,CLARK               IN,2,04/1988
10.7,1.91522,48.82277,Y,0,3.5,1,7,1,24,STARK               ND,2,02/1988
3.2,1.12399,478.26804,Y,0,8.3,1,4,1,90,ST JOSEPH           IN,2,12/1988
0.3,1.42956,579.39685,Y,0,0.0,10,3,1,2,PLYMOUTH            MA,4,03/1988
5.8,2.08563,183.07762,Y,0,4.2,1,4,1,82,LAFAYETTE           MO,2,02/1988
9.9,1.8278,57.05739,Y,0,4.0,1,1,1,65,GRANT               ND,0,03/1988
0.8,3.43326,363.43207,N,1,28.9,3,7,1,56,PIMA                AZ,2,04/1988
1.3,2.10811,447.6274,N,1,16.1,1,1,1,83,JACKSON             MO,2,02/1988
2.7,1.48399,216.32573,Unknown,1,10.3,5,3,1,42,WARD                ND,2,02/1988
2.7,1.30385,292.21954,Y,0,16.0,1,4,1,8,LA PORTE            IN,2,12/1988
2.3,1.66622,884.216,Y,0,9.9,4,0,1,77,ST LOUIS CITY       MO,4,02/1988
2.9,1.82664,559.8317,Y,0,8.5,2,4,1,39,HAMPSHIRE           MA,2,03/1988
1.3,1.79318,486.6377,N,1,15.8,1,2,1,31,LAKE                IN,2,01/1988
1.4,2.43343,597.85675,Y,0,23.8,6,4,1,74,MIDDLESEX           MA,0,04/1988
1.9,3.11518,364.80402,N,1,27.0,3,2,5,9,MARICOPA            AZ,2,05/1988
0.3,1.95809,443.8437,N,1,0.0,5,1,1,31,BARTON              MO,2,01/1988
0.9,0.0,579.39685,Unknown,9,62.2,11,0,0,85,SUFFOLK             MA,2,03/1988
1.4,1.84293,884.216,N,1,20.2,5,7,1,34,GREENE              MO,2,01/1988
5.5,1.6676,710.8264,Y,0,4.8,6,4,1,103,MCKEAN              PA,1,02/1989
6.5,1.70553,173.80853,Y,0,14.0,4,2,1,37,CASS                ND,1,02/1988
0.8,2.09574,183.07762,Y,1,21.1,6,3,1,66,MADISON             MO,0,02/1988
1.3,1.39637,106.26117,N,1,20.1,3,3,5,76,BOTTINEAU           ND,7,03/1988
1.5,2.56866,1074.0137,Y,0,19.3,9,7,1,46,ALLEGHENY           PA,9,11/1988
1.0,0.773668,7.668845,Y,0,23.1,1,4,1,-1,BAY MILLS           MI,0,03/1988
1.2,0.862876,485.43594,Unknown,1,19.3,3,0,0,47,WASHINGTON          MN,0,02/1988
2.3,2.17261,195.07153,Y,0,9.4,6,2,1,71,ST FRANCOIS         MO,2,02/1988
0.5,2.09233,218.51334,Unknown,0,0.0,1,0,0,4,CLAY                MO,1,03/1988
6.7,1.91522,57.41818,Y,0,4.8,1,4,2,64,STARK               ND,2,03/1988
1.7,2.49759,292.21954,Unknown,9,13.4,2,0,0,113,ALLEN               IN,2,03/1989
1.3,2.26437,147.43077,N,1,15.8,1,1,1,59,APACHE              AZ,4,02/1988
1.0,2.92643,2115.6047,Y,0,23.8,1,4,1,34,MONTGOMERY          PA,2,03/1988
3.2,2.13598,478.26804,Y,0,6.9,4,2,1,10,MONROE              IN,0,01/1989
0.8,3.39032,364.80402,N,1,43.9,3,3,1,32,YUMA                AZ,2,12/1987
1.8,0.622088,485.43594,Y,0,13.7,1,4,1,34,ST LOUIS            MN,2,12/1987
2.1,0.0,628.9107,Y,0,14.4,11,4,1,41,SUFFOLK             MA,2,03/1988
13.0,1.66622,896.2607,Y,0,3.5,4,4,1,34,ST LOUIS CITY       MO,2,01/1988
2.6,1.91522,55.90113,Y,0,11.5,1,2,1,21,STARK               ND,2,03/1988
9.5,2.10811,447.6274,Y,1,4.4,1,1,1,34,JACKSON             MO,2,01/1988
5.0,3.11518,364.80402,N,1,6.2,3,3,1,44,MARICOPA            AZ,10,01/1988
1.5,1.79311,447.6274,Y,1,19.4,5,7,1,39,JASPER              MO,2,01/1988
31.5,2.55323,320.4678,N,1,2.2,4,3,1,41,BEAVER              PA,2,03/1988
1.4,2.67031,1122.8802,Y,0,14.3,3,4,1,50,NORTHUMBERLAND      PA,0,11/1988
2.2,1.99752,430.94482,Y,0,17.3,6,4,1,58,BOLLINGER           MO,8,02/1988
2.6,1.37774,108.80514,Y,0,12.0,3,4,1,53,TOWNER              ND,3,02/1988
1.8,1.77863,57.41818,Y,0,17.7,1,4,1,81,MORTON              ND,0,03/1988
4.1,1.90288,322.1076,Unknown,0,6.8,7,0,0,71,POTTER              PA,3,11/1988
4.4,1.42659,2.764706,N,1,7.0,2,3,1,-1,UPPER SIOUX         MN,7,03/1988
0.6,2.1283,675.416,Y,0,46.2,6,7,1,98,ERIE                PA,9,02/1989
2.7,1.54905,108.80514,Y,0,8.8,5,1,1,78,BURLEIGH            ND,2,02/1988
5.6,2.17534,478.26804,Y,0,5.2,1,0,1,56,CARROLL             IN,2,03/1988
1.6,2.49759,292.21954,Y,0,13.3,2,4,1,62,ALLEN               IN,2,03/1988
0.9,2.10811,426.79886,Y,0,24.8,1,2,1,82,JACKSON             MO,2,02/1988
1.3,0.799068,5.439952,Y,0,13.3,4,2,1,-1,LAC COURTE OREILLES WI,7,03/1988
0.8,2.43343,570.61176,Y,0,32.1,6,4,1,29,MIDDLESEX           MA,2,03/1988
4.3,1.8816,789.0981,N,1,5.9,2,1,1,49,MARION              MO,4,01/1988
9.9,2.37216,320.4678,Y,0,5.6,4,4,1,100,LAWRENCE            PA,2,02/1989
5.9,2.17969,926.46497,Y,0,5.7,3,2,1,33,MARION              IN,2,01/1988
1.5,2.11897,475.38745,N,1,18.9,3,1,1,83,JOHNSON             IN,2,04/1988
4.3,1.48399,218.33786,Y,0,6.0,5,4,1,40,WARD                ND,2,02/1988
5.9,2.15821,486.6377,Y,0,4.7,4,4,1,4,JACKSON             IN,9,12/1988
4.2,2.08563,223.91988,N,1,8.1,1,1,1,25,LAFAYETTE           MO,2,01/1988
7.9,2.06239,208.10695,Unknown,9,4.3,4,0,0,97,CLARK               IN,2,02/1989
1.6,3.15469,351.82404,N,1,11.6,7,1,1,103,MONROE              PA,6,03/1989
4.5,2.49759,288.8893,Unknown,9,7.5,2,0,0,114,ALLEN               IN,2,03/1989
2.1,2.1283,597.212,Y,0,16.4,6,4,1,53,ERIE                PA,2,11/1988
1.4,1.83885,896.2607,Y,0,15.6,4,4,1,48,ST CHARLES          MO,2,01/1988
2.3,0.622088,433.3167,Y,0,9.2,1,2,1,24,ST LOUIS            MN,2,12/1987
7.4,1.33728,213.76418,Y,0,6.1,6,2,1,21,STUTSMAN            ND,9,02/1988
1.3,3.28,993.15466,Y,0,22.0,10,4,1,79,PHILADELPHIA        PA,2,12/1988
2.2,1.84293,893.34094,N,0,8.2,5,2,1,21,GREENE              MO,2,12/1987
3.3,3.11518,363.43207,N,1,12.5,3,1,1,57,MARICOPA            AZ,2,03/1988
3.3,0.907991,2246.9688,Y,1,13.9,3,1,1,27,HENNEPIN            MN,2,12/1987
7.9,1.39637,109.027016,Y,0,4.1,3,1,1,39,BOTTINEAU           ND,2,02/1988
4.2,1.25133,893.2374,Y,0,6.0,4,4,1,50,FREEBORN            MN,0,02/1988
0.8,3.11518,364.9583,N,1,96.9,3,7,1,68,MARICOPA            AZ,2,03/1988
2.3,3.11518,378.24384,N,1,11.0,3,1,1,61,MARICOPA            AZ,0,03/1988
2.0,2.11137,195.07153,Y,0,19.0,1,2,1,22,RAY                 MO,2,12/1987
1.7,1.82169,109.027016,N,1,14.6,2,1,1,72,MCKENZIE            ND,2,03/1988
2.8,1.96648,223.91988,N,1,11.7,1,1,1,41,CASS                MO,2,01/1988
4.1,1.6676,664.7248,Y,0,7.9,6,4,1,113,MCKEAN              PA,3,02/1989
1.0,0.0,579.39685,Y,0,28.6,11,7,1,106,SUFFOLK             MA,5,03/1988
8.2,1.75258,109.027016,Y,0,3.6,2,4,1,33,MERCER              ND,2,02/1988
1.2,1.69837,288.8893,Y,0,17.0,1,4,1,113,PORTER              IN,7,03/1989
11.4,1.85438,57.05739,Y,0,8.8,2,2,1,85,DUNN                ND,7,03/1988
1.6,2.5116,628.9107,Unknown,9,19.6,5,0,0,37,WORCESTER           MA,2,03/1988
0.1,3.11518,364.9583,N,1,0.0,3,3,2,76,MARICOPA            AZ,2,04/1988
1.2,0.0,649.2395,Y,0,14.1,11,7,1,42,SUFFOLK             MA,2,03/1988
9.3,1.26622,1071.318,Y,0,4.2,2,4,1,48,WILKIN              MN,0,02/1988
6.1,2.43343,579.39685,Y,0,13.7,6,4,5,104,MIDDLESEX           MA,5,03/1988
2.0,2.43343,559.8317,N,1,15.9,6,3,1,32,MIDDLESEX           MA,2,03/1988
0.9,2.26369,478.26804,N,1,21.1,5,3,1,34,PIKE                IN,2,01/1988
0.8,2.07943,993.15466,N,1,29.2,3,3,1,123,FRANKLIN            PA,2,03/1989
3.3,1.14643,3.66,Y,0,7.6,4,4,1,-1,STOCKBRIDGE-MUNSEE  WI,0,03/1988
1.3,2.37618,1065.3071,Y,0,17.4,5,7,1,93,WESTMORELAND        PA,0,02/1989
4.1,2.5116,596.0751,Y,0,6.3,5,4,1,8,WORCESTER           MA,2,03/1988
6.6,2.49651,993.15466,Y,0,6.7,2,4,1,68,YORK                PA,2,11/1988
7.3,3.11518,363.43207,N,1,5.8,3,1,1,45,MARICOPA            AZ,2,01/1988
22.8,1.57138,447.6274,Y,0,2.1,3,4,1,76,CAMDEN              MO,0,04/1988
2.7,2.56866,1122.8802,Y,0,9.5,9,4,1,81,ALLEGHENY           PA,2,01/1989
1.6,1.79318,433.44394,N,1,16.5,1,1,1,59,LAKE                IN,7,03/1988
0.9,2.09873,1020.6714,N,1,27.6,5,3,1,114,VANDERBURGH         IN,2,03/1989
0.3,0.869524,2.081602,Y,0,0.0,1,4,1,-1,KEWEENAW BAY        MI,7,03/1988
4.4,1.42956,596.0751,Y,0,5.7,10,4,1,1,PLYMOUTH            MA,0,04/1988
3.2,0.622088,461.62366,Y,1,8.1,1,3,1,29,ST LOUIS            MN,2,12/1987
2.5,2.04101,625.01996,Y,0,8.8,8,2,1,25,NORFOLK             MA,2,03/1988
5.1,1.94121,896.2607,Y,0,6.1,3,4,1,28,MONTGOMERY          MO,2,12/1987
1.5,0.622088,433.3167,Y,0,16.5,1,4,1,48,ST LOUIS            MN,0,02/1988
5.5,3.28,1060.5416,Y,0,6.8,10,4,1,36,PHILADELPHIA        PA,1,03/1988
5.1,3.11518,363.43207,N,1,6.2,3,3,1,46,MARICOPA            AZ,2,01/1988
8.8,1.76109,426.79886,Y,0,4.0,3,7,1,51,COLE                MO,2,01/1988
0.8,1.12399,478.26804,Y,0,57.6,1,7,1,107,ST JOSEPH           IN,2,02/1989
6.5,1.62023,109.027016,Y,0,4.4,4,2,1,81,GRAND FORKS         ND,4,03/1988
11.4,2.10811,438.80835,Unknown,0,4.0,1,0,0,59,JACKSON             MO,2,01/1988
0.3,1.26282,4.761628,N,1,0.0,4,3,1,-1,WISCONSIN WINNEBAGO WI,1,03/1988
0.3,2.3585,2059.0518,Y,0,0.0,1,4,1,69,CHESTER             PA,2,11/1988
0.8,3.43326,378.24384,N,1,24.6,3,3,1,54,PIMA                AZ,2,03/1988
1.2,1.70124,426.79886,N,1,15.4,5,1,1,99,TANEY               MO,0,04/1988
3.6,1.42956,596.0751,Y,0,8.5,10,4,1,73,PLYMOUTH            MA,2,03/1988
6.9,2.67031,993.15466,Y,0,4.5,3,7,1,121,NORTHUMBERLAND      PA,2,03/1989
2.5,1.27526,893.2374,Y,0,10.9,4,1,1,26,OLMSTED             MN,2,12/1987
2.2,2.00134,993.15466,Y,0,15.2,5,4,1,78,FAYETTE             PA,2,12/1988
0.4,2.5116,649.2395,Y,0,0.0,5,4,1,54,WORCESTER           MA,2,03/1988
2.9,1.14643,3.66,N,1,9.4,4,3,2,-1,STOCKBRIDGE-MUNSEE  WI,0,03/1988
4.9,3.11518,364.80402,N,1,5.8,3,2,1,34,MARICOPA            AZ,2,12/1987
0.5,2.29213,478.26804,N,1,38.4,3,1,1,59,MONTGOMERY          IN,0,04/1988
1.3,1.59694,329.47784,Y,0,13.9,2,4,1,66,NOBLE               IN,4,03/1988
